Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,disability insurance office,Commercial,0.31,0.26,0.17,210,630,$4.31,0.9,1.4,0.32,254,0.03,"Sitelinks, People also ask","0.81,0.66,0.81,0.53,0.81,0.66,0.81,1.00,0.66,0.66,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,discount dental insurance,Commercial,0.27,0.19,0.14,210,630,$5.17,0.78,1.4,0.33,227,0.07,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,1.00,0.65,0.81,0.65,0.65,0.65,0.65,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,divorce and health insurance,Commercial,0.29,0.19,0.12,210,630,$5.01,0.77,1.4,0.33,224,0.1,"Featured snippet, People also ask, Sitelinks","0.81,0.81,0.81,0.81,0.81,1.00,0.81,1.00,1.00,0.81,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,do employers have to provide health insurance,Commercial,0.29,0.19,0.1,210,630,$5.78,0.9,1.13,0.64,410,0.58,"Featured snippet, Thumbnails, People also ask","0.44,0.36,0.36,0.29,0.29,0.36,0.36,0.44,1.00,0.54,0.36,0.54"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,do i have to fix my car with insurance money,Commercial,0.29,0.19,0.09,210,630,$25.31,0.57,1.3,0.84,392,1,"Featured snippet, People also ask, Top stories, Thumbnails","0.50,0.79,0.50,1.00,1.00,1.00,0.64,0.79,0.64,0.50,0.36,0.79"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,do i have to use my health insurance,Commercial,0.36,0.3,0.25,210,630,$7.69,0.77,1.21,0.84,493,1.53,People also ask,"0.19,0.36,0.12,0.36,0.02,1.00,0.02,0.03,0.07,0.03,0.05,0.02"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,do i need car insurance to rent a car,Informational,0.19,0.09,0.02,210,630,$15.48,0.78,1.24,0.82,500,1.11,"Featured snippet, Thumbnails, People also ask, Sitelinks","1.00,1.00,0.81,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,do i need dental insurance,Informational,0.19,0.11,0.01,210,630,$3.66,0.71,1.09,0.83,405,1.14,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.35,0.35,0.35,0.35,0.35,0.35,0.44,0.35,0.67,1.00,0.81,0.54"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,do i need disability insurance,Informational,0.23,0.17,0.07,210,630,$25.91,0.59,1,0.72,268,0.93,"Adwords top, Sitelinks, People also ask","0.53,0.66,0.81,0.66,0.66,0.81,0.66,0.66,0.81,1.00,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,do i need homeowners insurance during construction,Commercial,0.34,0.27,0.2,210,630,$26.74,0.48,1.18,0.7,250,0.5,-,"0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.78,0.11,0.11,1.00,0.11"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,do i need insurance to register a car,Informational,0.16,0.06,-0.04,210,630,$22.27,0.6,1.4,0.52,275,0.31,"Adwords top, Sitelinks, Featured snippet, People also ask","0.66,1.00,1.00,0.34,0.34,0.53,0.34,0.16,0.53,0.81,0.66,0.22"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,do i need to buy rental car insurance,Commercial,0.32,0.24,0.13,210,630,$4.63,0.79,1.2,0.34,203,0.08,"Featured snippet, People also ask","0.66,0.81,0.66,1.00,1.00,1.00,1.00,0.81,0.81,0.53,0.66,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Trailer Insurance,-,-,-,-,do i need trailer insurance,Commercial,0.33,0.23,0.17,210,630,$2.86,0.81,1.2,0.34,208,0.02,-,"0.26,0.59,1.00,0.88,0.72,0.72,0.59,0.32,0.21,0.14,0.17,0.26"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,do insurance companies pay for rental cars,Commercial,0.33,0.22,0.14,210,630,$6.13,0.78,1.5,0.62,457,0.66,"Featured snippet, People also ask","0.42,0.81,1.00,0.81,1.00,1.00,0.81,0.65,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,do you have to pay taxes on life insurance payout,Commercial,0.33,0.27,0.2,210,630,$4.08,0.8,1.34,0.54,365,0.46,"Featured snippet, People also ask","0.54,0.28,0.28,0.54,0.54,0.82,0.67,0.44,0.54,1.00,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Boat Insurance,-,-,-,-,do you need boat insurance,Commercial,0.31,0.22,0.12,210,630,$36.55,0.58,1.2,0.33,145,0.07,"Featured snippet, Thumbnails, People also ask","0.29,0.44,0.66,0.81,1.00,1.00,0.66,0.44,0.29,0.19,0.19,0.24"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,do you need renters insurance,Commercial,0.3,0.23,0.15,210,630,$24.27,0.71,1.13,0.63,318,0.51,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask","0.44,0.66,0.66,0.66,0.66,0.81,1.00,0.81,0.81,0.54,0.66,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,does auto insurance cover flood damage,Informational,0.21,0.12,0.06,210,630,$13.95,0.87,1.3,0.62,442,0.69,"Featured snippet, People also ask","0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.29,0.14,0.14,0.29,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,does dental insurance cover wisdom teeth removal,Commercial,0.3,0.22,0.15,210,630,$10.30,0.92,1.4,0.64,519,0.66,"Featured snippet, Thumbnails, People also ask","0.15,0.44,0.81,0.67,0.44,0.67,1.00,0.35,0.54,0.54,0.44,0.23"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,does health insurance cover chiropractic,Commercial,0.29,0.24,0.18,210,630,$16.36,0.83,1.26,0.63,415,0.58,"Featured snippet, Thumbnails, People also ask","0.67,0.81,0.81,0.54,0.29,0.54,0.54,0.54,0.54,0.81,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,does homeowners insurance cover air conditioner replacement,Commercial,0.32,0.27,0.17,210,630,$25.79,0.55,1.07,0.52,193,0.48,"Featured snippet, People also ask","0.13,0.22,0.34,0.53,0.66,1.00,0.81,0.44,0.28,0.16,0.16,0.22"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,does homeowners insurance cover death cleanup,Commercial,0.34,0.27,0.2,210,630,$25.58,0.59,1.14,0.52,220,0.41,-,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,does homeowners insurance cover food loss from power outage,Commercial,0.35,0.3,0.2,210,630,$25.47,0.58,1.02,0.54,201,0.46,-,"0.03,0.16,0.03,0.13,0.03,1.00,0.03,0.06,0.03,0.03,0.03,0.03"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Indiana,-,-,-,does homeowners insurance cover roots in sewer line,Commercial,0.35,0.24,0.18,210,630,$25.09,0.69,1.2,0.52,271,0.48,-,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.80,1.00,0.20"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,does life insurance cover drug overdose,Commercial,0.28,0.17,0.11,210,630,$13.54,0.82,1.2,0.34,211,0.07,"Featured snippet, People also ask, Sitelinks","0.34,0.44,1.00,0.66,0.44,0.44,0.53,1.00,0.66,0.81,0.53,0.53"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,does life insurance get taxed,Commercial,0.32,0.25,0.16,210,630,$12.86,0.79,1.3,0.64,414,0.5,"Featured snippet, People also ask","0.82,0.36,0.54,0.67,0.54,0.29,0.44,0.44,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,does renters insurance cover car theft,Commercial,0.28,0.2,0.14,210,630,$14.51,0.91,1.5,0.63,542,0.74,"Adwords top, Featured snippet, People also ask, Sitelinks","0.67,0.54,0.67,0.67,0.67,0.81,0.81,0.81,0.81,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,does your car insurance cover rental cars,Commercial,0.32,0.21,0.11,210,630,$5.76,0.77,1.4,0.62,421,0.68,"Featured snippet, Thumbnails","0.81,1.00,0.54,0.81,1.00,1.00,0.67,0.81,0.54,0.54,0.23,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,dog bite covered under home insurance,Commercial,0.35,0.28,0.23,210,630,$24.46,0.58,1.12,0.52,213,0.49,-,"0.29,1.00,0.29,0.57,0.14,0.14,0.14,0.14,0.57,0.57,0.14,0.14"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,California,-,-,-,domestic partner california health insurance,Commercial,0.32,0.26,0.19,210,630,$18.14,0.79,1.5,0.34,254,0.1,-,"0.27,0.27,0.35,0.27,0.27,0.27,0.54,0.65,0.81,1.00,0.81,0.65"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,donald trump health insurance,Commercial,0.26,0.17,0.08,210,630,$3.05,0.82,1.12,0.32,185,0.03,"Top stories, Thumbnails, People also ask, Videos","0.20,0.20,0.40,0.40,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,earthquake insurance for renters,Commercial,0.29,0.21,0.13,210,630,$22.76,0.6,1.4,0.62,328,0.76,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.09,0.09,0.09,0.07,0.09,1.00,0.09,0.07,0.25,0.07,0.06,0.09"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,electric car insurance,Commercial,0.3,0.23,0.17,210,630,$6.69,0.8,1.13,0.72,410,0.93,"Sitelinks, People also ask, Top stories, Thumbnails","1.00,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,emergency dental care no insurance,Informational,0.22,0.17,0.08,210,630,$7.85,0.77,1.4,0.33,224,0.03,People also ask,"0.44,0.44,0.54,0.67,0.81,0.54,0.44,0.54,0.54,0.67,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,emergency dental no insurance no money,Commercial,0.3,0.19,0.14,210,630,$9.30,0.77,1.3,0.74,467,0.84,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.55,0.68,0.55,0.55,0.77,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,employee life insurance,Informational,0.16,0.09,0.02,210,630,$35.72,0.5,1.5,0.62,293,0.75,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel","0.32,0.39,0.39,0.32,0.32,0.39,0.39,0.39,0.72,1.00,0.48,0.48"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,employer contribution to health insurance,Informational,0.18,0.12,0.04,210,630,$18.04,0.89,1.4,0.33,259,0.06,"Featured snippet, Thumbnails, People also ask","0.66,0.66,0.66,0.53,0.53,0.66,0.53,0.66,0.81,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,employer health insurance laws,Informational,0.19,0.09,0.02,210,630,$13.10,0.79,1.4,0.34,237,0.05,"Featured snippet, People also ask","0.43,0.81,1.00,1.00,0.67,0.52,0.67,0.67,1.00,0.81,0.67,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,employer health insurance requirements,Commercial,0.31,0.25,0.17,210,630,$17.41,0.87,1.5,0.73,600,0.93,"Adwords top, Sitelinks, Featured snippet, People also ask","1.00,0.67,0.82,1.00,0.54,0.67,0.67,0.67,0.67,0.82,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,employer paid health insurance,Informational,0.18,0.11,0,210,630,$17.99,0.82,1.09,0.64,360,0.69,"Adwords top, Sitelinks, Featured snippet, People also ask","0.67,0.67,0.67,0.44,0.36,0.44,0.44,0.54,0.54,0.54,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,expensive car insurance,Commercial,0.3,0.25,0.16,210,630,$34.67,0.59,1.18,0.53,232,0.45,"Sitelinks, People also ask, Top stories, Thumbnails","0.81,0.81,0.81,0.65,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,family health insurance quotes,Commercial,0.26,0.17,0.11,210,630,$9.11,0.71,1.3,0.33,192,0.07,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.54,0.65,0.65,0.65,0.65,0.65,0.54,0.54,0.65,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,fast auto insurance quotes,Commercial,0.29,0.2,0.13,210,630,$81.79,0.5,1.3,0.34,139,0.08,"Adwords top, Sitelinks, Adwords bottom","1.00,0.81,0.81,0.81,0.67,0.33,0.52,0.43,0.52,0.24,0.24,0.33"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,fha home loan insurance,Commercial,0.33,0.25,0.16,210,630,$23.15,0.55,1.07,0.53,197,0.4,-,"0.11,0.22,0.11,0.11,1.00,0.33,0.11,0.11,0.11,0.11,0.11,0.11"
Finance & Insurance Industry,Insurance Services,Home Insurance,Property Insurance,-,-,-,-,fillable evidence of property insurance,Commercial,0.35,0.29,0.18,210,630,$23.05,0.71,1.06,0.53,251,0.44,-,"0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.29,0.14,1.00,0.14"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,find cheap auto insurance,Commercial,0.26,0.21,0.15,210,630,$36.51,0.68,1.3,0.32,178,0.08,"Adwords top, Sitelinks, People also ask, Videos, Adwords bottom","0.66,0.81,0.81,0.66,0.66,0.66,0.81,0.81,0.81,0.66,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,fire insurance for vacant homes,Informational,0.24,0.13,0.04,210,630,$22.98,0.57,1.21,0.54,235,0.45,-,"0.00,0.20,1.00,0.20,0.20,0.20,0.20,0.20,1.00,0.00,0.20,0.20"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,first to die life insurance,Commercial,0.35,0.29,0.2,210,630,$16.11,0.83,1.33,0.64,445,0.73,-,"1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,first year homeowners insurance,Commercial,0.34,0.28,0.17,210,630,$22.91,0.71,1.18,0.52,274,0.43,-,"0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,flat roof home insurance,Commercial,0.33,0.24,0.18,210,630,$22.91,0.57,1.06,0.53,202,0.49,People also ask,"0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.25,1.00,0.25,0.50,0.75"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,flood insurance agency,Commercial,0.3,0.22,0.11,210,630,$8.62,0.89,1.4,0.33,259,0.05,"Adwords top, Sitelinks, Adwords bottom","0.81,1.00,1.00,1.00,0.65,0.65,0.81,0.54,0.65,0.42,0.54,0.65"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,flood insurance cost estimator,Commercial,0.26,0.15,0.07,210,630,$6.45,0.92,1.2,0.32,223,0.09,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.35,0.42,0.42,0.81,1.00,0.42,0.42,0.42,0.35,0.19,0.35,0.65"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,North Carolina,-,-,-,flood insurance nc,Commercial,0.27,0.21,0.15,210,630,$6.49,0.76,1.5,0.33,237,0.02,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.53,0.66,0.66,0.81,1.00,0.81,0.81,0.81,0.44,0.34,0.34,0.53"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,flood insurance policy,Commercial,0.27,0.21,0.16,210,630,$4.28,0.89,1.2,0.64,431,0.62,"Featured snippet, Thumbnails, People also ask, Adwords bottom, Sitelinks","0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.67,0.52,0.52,0.52,0.67"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,flood insurance premiums,Commercial,0.27,0.18,0.1,210,630,$5.30,0.9,1.2,0.32,218,0.1,"Featured snippet, Thumbnails, People also ask, Sitelinks, Image pack","1.00,1.00,0.81,1.00,0.81,0.54,0.42,0.65,0.42,0.27,0.35,0.42"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,flood insurance prices,Commercial,0.27,0.17,0.06,210,630,$8.07,0.88,1.4,0.33,256,0.07,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.81,0.81,1.00,1.00,0.81,1.00,0.81,0.81,0.54,0.54,0.42,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Florida,-,-,-,florida car insurance rates,Commercial,0.27,0.22,0.14,210,630,$33.05,0.56,1.5,0.32,169,0.04,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.54,0.54,0.66,0.66,0.54,0.66,0.54,0.54,0.66,0.54,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,florida home insurance rates,Commercial,0.28,0.19,0.09,210,630,$16.59,0.88,1.3,0.33,238,0.06,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.81,0.67,0.81,0.67,0.67,0.67,0.43,0.67,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,florida homeowners insurance calculator,Commercial,0.32,0.26,0.19,210,630,$13.54,0.71,1.2,0.33,177,0.09,"Sitelinks, People also ask","0.67,0.81,0.81,1.00,0.67,0.67,0.67,0.52,0.81,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,florida homeowners insurance quotes online,Commercial,0.29,0.19,0.11,210,630,$25.09,0.5,1.4,0.32,141,0.04,"Adwords top, Sitelinks, Adwords bottom","0.66,0.66,0.81,0.81,0.81,0.81,0.66,0.81,1.00,0.66,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,florida homeowners insurance rates by county,Commercial,0.3,0.21,0.12,210,630,$14.44,0.84,1.22,0.72,465,0.5,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack, Adwords bottom","1.00,1.00,0.82,0.67,0.67,0.54,0.36,0.28,0.28,0.28,0.23,0.54"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Florida,-,-,-,florida homeowners insurance ratings,Commercial,0.32,0.25,0.17,210,630,$7.55,0.79,1.3,0.33,214,0.09,-,"0.27,0.35,0.27,0.27,0.42,0.35,0.54,0.42,0.81,1.00,1.00,0.54"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Florida,-,-,-,florida insurance brokers,Commercial,0.35,0.28,0.21,210,630,$10.17,0.83,1.35,0.53,374,0.49,-,"0.27,0.35,0.27,0.65,0.19,0.12,0.27,0.81,1.00,1.00,0.81,0.42"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Trailer Insurance,-,-,-,-,food trailer insurance,Commercial,0.28,0.22,0.14,210,630,$11.34,0.67,1.4,0.33,195,0.08,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories, Videos, Image pack, Adwords bottom","0.54,0.82,0.82,1.00,0.82,0.67,0.67,0.67,0.67,0.54,0.44,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car Brand Insurance,Ford,-,Ford,-,ford motor credit address for insurance,Commercial,0.31,0.24,0.13,210,630,$80.13,0.72,1.2,0.33,180,0.09,"Featured snippet, People also ask","0.53,0.81,0.53,1.00,0.81,1.00,1.00,0.66,0.81,0.66,0.66,0.53"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,North Carolina,-,-,-,free health insurance nc,Commercial,0.29,0.24,0.17,210,630,$5.38,0.75,1.2,0.72,408,0.97,"Adwords top, Featured snippet, People also ask, Sitelinks, Adwords bottom","1.00,1.00,1.00,0.81,0.81,1.00,1.00,0.66,0.66,0.66,0.66,0.66"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Pennsylvania,-,-,-,free health insurance pa,Commercial,0.3,0.24,0.19,210,630,$4.99,0.91,1.2,0.84,578,1.36,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.44,0.67,0.54,0.54,0.67,0.81,0.81,0.54,0.54,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Motorcycle Insurance,-,-,-,-,free motorcycle insurance quote,Commercial,0.31,0.23,0.12,210,630,$27.77,0.59,1.2,0.32,143,0.02,"Adwords top, Sitelinks","0.81,0.81,1.00,0.81,0.42,0.54,0.35,0.35,0.54,0.27,0.65,0.65"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,free renters insurance quote,Commercial,0.27,0.18,0.08,210,630,$23.56,0.58,1.5,0.33,181,0.08,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,0.81,1.00,1.00,0.43,0.52,0.52,0.33,0.43,0.43,0.43,0.52"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Motorcycle Insurance,-,-,-,-,full coverage motorcycle insurance,Commercial,0.27,0.22,0.16,210,630,$25.54,0.49,1.3,0.33,132,0.06,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.82,0.82,1.00,1.00,1.00,0.67,0.67,0.54,0.44,0.44,0.67"
